drug_name;ap_name;expiration_date;realization
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №156 от ЦРА № 182 Минского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;40
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №198 Молодечненского района;31.03.2024;16
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №111 от ЦРА № 198 Молодечненского р-на;31.03.2024;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №180 от ЦРА № 198 Молодечненского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №110 от ЦРА № 198 Молодечненского р-на;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №216 от ЦРА № 198 Молодечненского р-на;31.03.2024;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №308 от ЦРА № 131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №300 от ЦРА №131 Мядельского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №135 ЦРА №131 Мядельского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №232 ЦРА № 131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;40
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №105 от ЦРА №4 Несвижского р-на;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №4 Несвижского района;31.03.2024;18
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №6 от ЦРА №4 Несвижского района;31.03.2024;15
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №140 от ЦРА №4 Несвижского р-на;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;16
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №25 Пуховичского района;31.03.2024;15
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №214 от ЦРА №25 Пуховичского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;36
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦМА №80 г.Слуцк;31.03.2024;13
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №79 от ЦМА №80  г.Слуцк;31.03.2024;17
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №184 от ЦМА №80  г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №199 от ЦМА №80  г.Слуцк;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №23 Смолевичского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;69
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №208 Солигорского района;31.03.2024;13
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №193 от ЦРА №208 Солигорского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №94 от ЦРА №208 Солигорского района;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №183 от ЦРА №208 Солигорского района;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №242 от ЦРА №208 Солигорского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №247 от ЦРА №208 Солигорского р-на;31.03.2024;11
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №248 от ЦРА №208 Солигорского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №87 от ЦРА №208 Солигорского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №233 от ЦРА №208 Солигорского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №323 от ЦРА №208 Солигорского р-на;31.03.2024;21
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №83 г.Ст.Дороги от ЦМА № 80 г.Слуцк;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №206 от ЦМА №80 г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;7
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №7 Столбцовского района;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №186 от ЦРА №7 Столбцовского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №20 Червенского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №35 от ЦРА №20 Червенского района;31.03.2024;7
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Прочие;;0
Амброгексал сироп 15мг/5мл 100мл флакон №1;;;201
Амброгексал сироп 15мг/5мл 100мл флакон №1;"Аптеки РУП ""Минскфармация""";;201
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №321 от ЦРА №16 Борисовского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №167 от ЦРА №16 Борисовского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №172 от ЦРА №16 Борисовского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №36 от ЦРА № 118 Вилейского р-на;31.10.2024;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №118 Вилейского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №318 от ЦРА № 123 Воложинского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;11
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №31 от ЦРА №218 Дзержинского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №225 от ЦРА №218 Дзержинского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №218 Дзержинского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №129 от ЦРА №218 Дзержинского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №213 от ЦРА №218 Дзержинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦГА №192 Жодино;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №117 от ЦГА №192 г. Жодино;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №43 от ЦРА №1 Клецкого района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №150 от ЦРА №1 Клецкого района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №97 Копыльского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №30 от ЦРА №28 Крупского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №24 Логойского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №26 от ЦРА №24 Логойского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;24
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №164 от ЦРА №182 Минского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №99 от ЦРА №182 Минского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №190 от ЦРА № 182 Минского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №141 от ЦРА №182 Минского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №157 от ЦРА №182 Минского  района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №156 от ЦРА № 182 Минского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №198 Молодечненского района;31.10.2024;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №111 от ЦРА № 198 Молодечненского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №110 от ЦРА № 198 Молодечненского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №300 от ЦРА №131 Мядельского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №135 ЦРА №131 Мядельского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №133 от ЦРА №131 Мядельского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;24
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №105 от ЦРА №4 Несвижского р-на;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №4 Несвижского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №6 от ЦРА №4 Несвижского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №140 от ЦРА №4 Несвижского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;13
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №25 Пуховичского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №210 от ЦРА №25 Пуховичского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №176 от ЦРА №25 Пуховичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №79 от ЦМА №80  г.Слуцк;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №303 от ЦРА № 23 Смолевичского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №301 от ЦРА №23 Смолевичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №23 Смолевичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;22
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №208 Солигорского района;31.10.2024;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №85 от ЦРА №208 Солигорского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №233 от ЦРА №208 Солигорского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №323 от ЦРА №208 Солигорского р-на;31.10.2024;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №83 г.Ст.Дороги от ЦМА № 80 г.Слуцк;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №206 от ЦМА №80 г.Слуцк;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №151 от ЦРА №7 Столбцовского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №254 от ЦРА №21 Узденского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №21 Узденского района;31.10.2024;11
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №18 от ЦРА №20 Червенского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №20 Червенского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №35 от ЦРА №20 Червенского района;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;Прочие;;0
Амброгексал таблетки 30мг упаковка №20;;;431
Амброгексал таблетки 30мг упаковка №20;"Аптеки РУП ""Минскфармация""";;431
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;32
Амброгексал таблетки 30мг упаковка №20;Аптека №272 от ЦРА №16 Борисовского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №321 от ЦРА №16 Борисовского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №167 от ЦРА №16 Борисовского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №172 от ЦРА №16 Борисовского района;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №215 от ЦРА №16 Борисовского района;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №266 от ЦРА №16 Борисовского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;24
Амброгексал таблетки 30мг упаковка №20;ЦРА №123 Воложинского района;31.12.2025;20
Амброгексал таблетки 30мг упаковка №20;Аптека №127 от ЦРА №123 Воложинского района;28.02.2025;4
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;5
Амброгексал таблетки 30мг упаковка №20;Аптека №129 от ЦРА №218 Дзержинского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №227 от ЦРА №218 Дзержинского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №213 от ЦРА №218 Дзержинского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;6
Амброгексал таблетки 30мг упаковка №20;Аптека №189 от ЦГА №192 г.Жодино;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №207 от ЦГА №192 г.Жодино;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №209 от ЦГА № 192 г.Жодино;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №117 от ЦГА №192 г. Жодино;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;41
Амброгексал таблетки 30мг упаковка №20;Аптека №39 от ЦРА №1 Клецкого района;31.12.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №43 от ЦРА №1 Клецкого района;31.12.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №51 от ЦРА №1 Клецкого района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;ЦРА №1 Клецкого района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;ЦРА №1 Клецкого района;31.12.2025;15
Амброгексал таблетки 30мг упаковка №20;Аптека №2 от ЦРА №1 Клецкого района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №3 от ЦРА №1 Клецкого района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №5 от ЦРА №1 Клецкого района;31.12.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;4
Амброгексал таблетки 30мг упаковка №20;Аптека №82 от ЦРА №97 Копыльского района;28.02.2025;4
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;2
Амброгексал таблетки 30мг упаковка №20;Аптека №26 от ЦРА №24 Логойского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;7
Амброгексал таблетки 30мг упаковка №20;Аптека №230 от ЦРА №90 Любанского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №81 от ЦРА №90 Любанского р-на;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;23
Амброгексал таблетки 30мг упаковка №20;Аптека №164 от ЦРА №182 Минского р-на;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №145 от ЦРА №182 Минского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;ЦРА №182 Минского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №190 от ЦРА № 182 Минского р-на;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №139 от ЦРА №182 Минского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №141 от ЦРА №182 Минского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;90
Амброгексал таблетки 30мг упаковка №20;ЦРА №198 Молодечненского района;31.12.2025;50
Амброгексал таблетки 30мг упаковка №20;Аптека №111 от ЦРА № 198 Молодечненского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №180 от ЦРА № 198 Молодечненского р-на;31.12.2025;30
Амброгексал таблетки 30мг упаковка №20;Аптека №110 от ЦРА № 198 Молодечненского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №116 от ЦРА № 198 Молодечненского р-на;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №216 от ЦРА № 198 Молодечненского р-на;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;23
Амброгексал таблетки 30мг упаковка №20;ЦРА №4 Несвижского района;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №140 от ЦРА №4 Несвижского р-на;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №294 от ЦРА №4 Несвижского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;42
Амброгексал таблетки 30мг упаковка №20;Аптека №315 от ЦРА № 25 Пуховичского района;31.12.2025;5
Амброгексал таблетки 30мг упаковка №20;ЦРА №25 Пуховичского района;31.12.2025;20
Амброгексал таблетки 30мг упаковка №20;Аптека №210 от ЦРА №25 Пуховичского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №214 от ЦРА №25 Пуховичского района;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №176 от ЦРА №25 Пуховичского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №38 от ЦРА №25 Пуховичского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;35
Амброгексал таблетки 30мг упаковка №20;ЦМА №80 г.Слуцк;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;ЦМА №80 г.Слуцк;31.12.2025;25
Амброгексал таблетки 30мг упаковка №20;Аптека №79 от ЦМА №80  г.Слуцк;31.12.2025;5
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;3
Амброгексал таблетки 30мг упаковка №20;ЦРА №23 Смолевичского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;26
Амброгексал таблетки 30мг упаковка №20;Аптека №85 от ЦРА №208 Солигорского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №100 от ЦРА №208 Солигорского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №233 от ЦРА №208 Солигорского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №233 от ЦРА №208 Солигорского р-на;31.12.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №323 от ЦРА №208 Солигорского р-на;31.12.2025;5
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;5
Амброгексал таблетки 30мг упаковка №20;Аптека №325 от ЦМА №80 г.Слуцк;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;41
Амброгексал таблетки 30мг упаковка №20;ЦРА №21 Узденского района;28.02.2025;11
Амброгексал таблетки 30мг упаковка №20;ЦРА №21 Узденского района;31.12.2025;30
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;22
Амброгексал таблетки 30мг упаковка №20;Аптека №18 от ЦРА №20 Червенского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №35 от ЦРА №20 Червенского района;31.12.2025;20
Амброгексал таблетки 30мг упаковка №20;Прочие;;0
Амоксиклав 2Х пор-к для приг. сусп. для внутр. прим. 400мг/5мл 57мг/5мл 17,5г флакон №1;;;688
Амоксиклав 2Х пор-к для приг. сусп. для внутр. прим. 400мг/5мл 57мг/5мл 17,5г флакон №1;"Аптеки РУП ""Минскфармация""";;683
Амоксиклав 2Х пор-к для приг. сусп. для внутр. прим. 400мг/5мл 57мг/5мл 17,5г флакон №1;#ИМЯ?;;1
Амоксиклав 2Х пор-к для приг. сусп. для внутр. прим. 400мг/5мл 57мг/5мл 17,5г флакон №1;Аптека №222 от ЦРА №19 Березинского р-на;31.07.2025;1
Амоксиклав 2Х пор-к для приг. сусп. для внутр. прим. 400мг/5мл 57мг/5мл 17,5г флакон №1;#ИМЯ?;;40
Амоксиклав 2Х пор-к для приг. сусп. для внутр. прим. 400мг/5мл 57мг/5мл 17,5г флакон №1;Аптека №272 от ЦРА №16 Борисовского района;31.07.2025;10
