drug_name;ap_name;expiration_date;realization
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №198 Молодечненского района;31.03.2024;13
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №60 от ЦРА № 198 Молодечненского р-на;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №111 от ЦРА № 198 Молодечненского р-на;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №180 от ЦРА № 198 Молодечненского р-на;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №110 от ЦРА № 198 Молодечненского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №216 от ЦРА № 198 Молодечненского р-на;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;15
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №308 от ЦРА № 131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №300 от ЦРА №131 Мядельского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №135 ЦРА №131 Мядельского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №133 от ЦРА №131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №232 ЦРА № 131 Мядельского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №4 Несвижского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №239 от ЦРА №25 Пуховичского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №195 от ЦРА №25 Пуховичского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;13
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №79 от ЦМА №80  г.Слуцк;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №184 от ЦМА №80  г.Слуцк;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №199 от ЦМА №80  г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;36
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №303 от ЦРА № 23 Смолевичского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №301 от ЦРА №23 Смолевичского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №23 Смолевичского района;31.03.2024;20
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №46 от ЦРА №23 Смолевичского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №252 от ЦРА №23 Смолевичского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;76
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №208 Солигорского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №193 от ЦРА №208 Солигорского района;31.03.2024;7
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №85 от ЦРА №208 Солигорского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №100 от ЦРА №208 Солигорского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №183 от ЦРА №208 Солигорского района;31.03.2024;13
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №247 от ЦРА №208 Солигорского р-на;31.03.2024;30
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №87 от ЦРА №208 Солигорского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №323 от ЦРА №208 Солигорского р-на;31.03.2024;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №83 г.Ст.Дороги от ЦМА № 80 г.Слуцк;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №206 от ЦМА №80 г.Слуцк;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;12
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №186 от ЦРА №7 Столбцовского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №293 от ЦРА №7 Столбцовского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №330 от ЦРА №21 Узденского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №21 Узденского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;#ИМЯ?;;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;ЦРА №20 Червенского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Аптека №35 от ЦРА №20 Червенского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Прочие;;0
Амброгексал сироп 15мг/5мл 100мл флакон №1;;;302
Амброгексал сироп 15мг/5мл 100мл флакон №1;"Аптеки РУП ""Минскфармация""";;302
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;16
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №264 от ЦРА №16 Борисовского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №137 от ЦРА №16 Борисовского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №167 от ЦРА №16 Борисовского района;31.10.2024;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №263 от ЦРА №16 Борисовского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №36 от ЦРА № 118 Вилейского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №219 от ЦРА № 118 Вилейского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №318 от ЦРА № 123 Воложинского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №123 Воложинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №127 от ЦРА №123 Воложинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №124 от ЦРА №123 Воложинского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;60
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №31 от ЦРА №218 Дзержинского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №62 от ЦРА №218 Дзержинского р-на;31.10.2024;20
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №69 от ЦРА №218 Дзержинского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №225 от ЦРА №218 Дзержинского района;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №218 Дзержинского района;31.10.2024;25
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №213 от ЦРА №218 Дзержинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №189 от ЦГА №192 г.Жодино;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №117 от ЦГА №192 г. Жодино;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №1 Клецкого района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;13
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №64 от ЦРА №28 Крупского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №67 от ЦРА №28 Крупского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №26 от ЦРА №24 Логойского района;31.10.2024;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №81 от ЦРА №90 Любанского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;57
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №98 от ЦРА № 182 Минского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №164 от ЦРА №182 Минского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №306 от ЦРА № 182 Минского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №182 Минского района;31.10.2024;15
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №34 от ЦРА № 182 Минского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №37 от ЦРА № 182 Минского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №99 от ЦРА №182 Минского района;31.10.2024;15
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №139 от ЦРА №182 Минского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №141 от ЦРА №182 Минского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;19
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №198 Молодечненского района;31.10.2024;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №60 от ЦРА № 198 Молодечненского р-на;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №111 от ЦРА № 198 Молодечненского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №180 от ЦРА № 198 Молодечненского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №4 Несвижского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №140 от ЦРА №4 Несвижского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;13
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №239 от ЦРА №25 Пуховичского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №25 Пуховичского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №195 от ЦРА №25 Пуховичского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;15
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №79 от ЦМА №80  г.Слуцк;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №184 от ЦМА №80  г.Слуцк;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №199 от ЦМА №80  г.Слуцк;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;9
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №301 от ЦРА №23 Смолевичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №23 Смолевичского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №309 от ЦРА № 23 Смолевичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;17
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №208 Солигорского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №193 от ЦРА №208 Солигорского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №183 от ЦРА №208 Солигорского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №323 от ЦРА №208 Солигорского р-на;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №293 от ЦРА №7 Столбцовского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;18
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №330 от ЦРА №21 Узденского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №21 Узденского района;31.10.2024;15
Амброгексал сироп 15мг/5мл 100мл флакон №1;#ИМЯ?;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №17 от ЦРА №20 Червенского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №18 от ЦРА №20 Червенского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;ЦРА №20 Червенского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №287 от ЦРА №20 Червенского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;Аптека №255 от ЦРА №20 Червенского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;Прочие;;0
Амброгексал таблетки 30мг упаковка №20;;;1 397
Амброгексал таблетки 30мг упаковка №20;"Аптеки РУП ""Минскфармация""";;1 397
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;13
Амброгексал таблетки 30мг упаковка №20;ЦРА №19 Березинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №107 от ЦРА №19 Березинского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;128
Амброгексал таблетки 30мг упаковка №20;Аптека №272 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №264 от ЦРА №16 Борисовского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №321 от ЦРА №16 Борисовского района;28.02.2025;11
Амброгексал таблетки 30мг упаковка №20;Аптека №137 от ЦРА №16 Борисовского района;28.02.2025;14
Амброгексал таблетки 30мг упаковка №20;Аптека №167 от ЦРА №16 Борисовского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;Аптека №172 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;ЦРА №16 Борисовского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;Аптека №215 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №263 от ЦРА №16 Борисовского района;28.02.2025;30
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;34
Амброгексал таблетки 30мг упаковка №20;Аптека №191 от ЦРА № 118 Вилейского р-на;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №36 от ЦРА № 118 Вилейского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №29 от ЦРА № 118 Вилейского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;ЦРА №118 Вилейского района;28.02.2025;12
Амброгексал таблетки 30мг упаковка №20;Аптека №219 от ЦРА № 118 Вилейского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;60
Амброгексал таблетки 30мг упаковка №20;ЦРА №123 Воложинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №127 от ЦРА №123 Воложинского района;28.02.2025;40
Амброгексал таблетки 30мг упаковка №20;Аптека №124 от ЦРА №123 Воложинского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;150
Амброгексал таблетки 30мг упаковка №20;Аптека №14 от ЦРА №218 Дзержинского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №31 от ЦРА №218 Дзержинского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №62 от ЦРА №218 Дзержинского р-на;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;Аптека №63 от ЦРА №218 Дзержинского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №69 от ЦРА №218 Дзержинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №225 от ЦРА №218 Дзержинского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;ЦРА №218 Дзержинского района;28.02.2025;50
Амброгексал таблетки 30мг упаковка №20;Аптека №129 от ЦРА №218 Дзержинского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №217 от ЦРА № 218 Дзержинского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;Аптека №213 от ЦРА №218 Дзержинского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;36
Амброгексал таблетки 30мг упаковка №20;ЦГА №192 Жодино;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;Аптека №102 от ЦГА № 192 г.Жодино;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №189 от ЦГА №192 г.Жодино;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;Аптека №209 от ЦГА № 192 г.Жодино;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №117 от ЦГА №192 г. Жодино;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;36
Амброгексал таблетки 30мг упаковка №20;Аптека №39 от ЦРА №1 Клецкого района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;Аптека №43 от ЦРА №1 Клецкого района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №51 от ЦРА №1 Клецкого района;28.02.2025;8
Амброгексал таблетки 30мг упаковка №20;ЦРА №1 Клецкого района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;Аптека №3 от ЦРА №1 Клецкого района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;8
Амброгексал таблетки 30мг упаковка №20;Аптека №82 от ЦРА №97 Копыльского района;28.02.2025;8
Амброгексал таблетки 30мг упаковка №20;#ИМЯ?;;125
Амброгексал таблетки 30мг упаковка №20;Аптека №64 от ЦРА №28 Крупского района;28.02.2025;45
Амброгексал таблетки 30мг упаковка №20;ЦРА №28 Крупского района;28.02.2025;50
