drug_name;ap_name;expiration_date;realization
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №102 от ЦГА № 192 г.Жодино;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №189 от ЦГА №192 г.Жодино;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Клецкий район;;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №5 от ЦРА №1 Клецкого района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Копыльский район;;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №95 от ЦРА №97 Копыльского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №82 от ЦРА №97 Копыльского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Крупский район;;20
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №64 от ЦРА №28 Крупского района;31.03.2024;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №28 Крупского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №30 от ЦРА №28 Крупского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №67 от ЦРА №28 Крупского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Логойский район;;18
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №302 от ЦРА №24 Логойского района;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №24 Логойского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №26 от ЦРА №24 Логойского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №229 от ЦРА №24 Логойского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Любанский район;;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №90 Любанского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №81 от ЦРА №90 Любанского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Минский район;;47
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №98 от ЦРА № 182 Минского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №145 от ЦРА №182 Минского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №182 Минского района;31.03.2024;15
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №22 от ЦРА № 182 Минского р-на;31.03.2024;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №34 от ЦРА № 182 Минского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №99 от ЦРА №182 Минского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №162 от ЦРА №182 Минского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №212 от ЦРА № 182 Минского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №141 от ЦРА №182 Минского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №157 от ЦРА №182 Минского  района;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Молодечненский район;;47
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №198 Молодечненского района;31.03.2024;20
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №60 от ЦРА № 198 Молодечненского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №111 от ЦРА № 198 Молодечненского р-на;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №180 от ЦРА № 198 Молодечненского р-на;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №115 от ЦРА № 198 Молодечненского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №142 от ЦРА № 198 Молодечненского р-на;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Мядельский район;;14
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №147 от ЦРА №131 Мядельского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №300 от ЦРА №131 Мядельского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №135 ЦРА №131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №133 от ЦРА №131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №286 от ЦРА №131 Мядельского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Несвижский район;;12
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;           Аптека №105 от ЦРА №4 Несвижского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №4 Несвижского района;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №277 от ЦРА №4 Несвижского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Пуховичский район;;15
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №239 от ЦРА №25 Пуховичского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №32 от ЦРА №25 Пуховичского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №25 Пуховичского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №210 от ЦРА №25 Пуховичского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №214 от ЦРА №25 Пуховичского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №236 от ЦРА №25 Пуховичского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Слуцкий район;;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦМА №80 г.Слуцк;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №184 от ЦМА №80  г.Слуцк;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №199 от ЦМА №80  г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Смолевичский район;;20
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №301 от ЦРА №23 Смолевичского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №23 Смолевичского района;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №46 от ЦРА №23 Смолевичского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №77 от ЦРА №23 Смолевичского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №252 от ЦРА №23 Смолевичского р-на;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Солигорский район;;73
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №208 Солигорского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №193 от ЦРА №208 Солигорского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №183 от ЦРА №208 Солигорского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №148 от ЦРА №208 Солигорского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №242 от ЦРА №208 Солигорского р-на;31.03.2024;7
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;           Аптека №247 от ЦРА №208 Солигорского р-на;31.03.2024;30
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;           Аптека №248 от ЦРА №208 Солигорского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №87 от ЦРА №208 Солигорского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №323 от ЦРА №208 Солигорского р-на;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Стародорожский район;;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №181 от ЦМА №80 г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №325 от ЦМА №80 г.Слуцк;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Столбцовский район;;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №130 от ЦРА №7 Столбцовского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Узденский район;;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №254 от ЦРА №21 Узденского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №330 от ЦРА №21 Узденского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Червенский район;;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №35 от ЦРА №20 Червенского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Прочие;;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Санаторий Лесное КГБ Республики Беларусь;31.03.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;;;191
Амброгексал сироп 15мг/5мл 100мл флакон №1;"Аптеки РУП ""Минскфармация""";;191
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Березинский район;;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №222 от ЦРА №19 Березинского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Вилейский район;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №118 Вилейского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Воложинский район;;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №123 Воложинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №124 от ЦРА №123 Воложинского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Дзержинский район;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;           Аптека №244 от ЦРА №218 Дзержинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №69 от ЦРА №218 Дзержинского района;31.10.2024;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №213 от ЦРА №218 Дзержинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Жодино Смолевичского района;;11
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №102 от ЦГА № 192 г.Жодино;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №189 от ЦГА №192 г.Жодино;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Клецкий район;;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №1 Клецкого района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Копыльский район;;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №97 Копыльского района;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Крупский район;;20
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №64 от ЦРА №28 Крупского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №28 Крупского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №67 от ЦРА №28 Крупского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Логойский район;;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №302 от ЦРА №24 Логойского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №24 Логойского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Любанский район;;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №90 Любанского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №81 от ЦРА №90 Любанского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Минский район;;27
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №306 от ЦРА № 182 Минского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №34 от ЦРА № 182 Минского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №162 от ЦРА №182 Минского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №139 от ЦРА №182 Минского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №141 от ЦРА №182 Минского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Молодечненский район;;27
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №198 Молодечненского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №180 от ЦРА № 198 Молодечненского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №110 от ЦРА № 198 Молодечненского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №142 от ЦРА № 198 Молодечненского р-на;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Мядельский район;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №300 от ЦРА №131 Мядельского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №135 ЦРА №131 Мядельского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №133 от ЦРА №131 Мядельского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Несвижский район;;9
Амброгексал сироп 15мг/5мл 100мл флакон №1;           Аптека №105 от ЦРА №4 Несвижского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №4 Несвижского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №277 от ЦРА №4 Несвижского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Пуховичский район;;14
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №32 от ЦРА №25 Пуховичского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №25 Пуховичского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №210 от ЦРА №25 Пуховичского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Смолевичский район;;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №301 от ЦРА №23 Смолевичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №252 от ЦРА №23 Смолевичского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Солигорский район;;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №193 от ЦРА №208 Солигорского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №148 от ЦРА №208 Солигорского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Стародорожский район;;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №206 от ЦМА №80 г.Слуцк;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №325 от ЦМА №80 г.Слуцк;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Столбцовский район;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №186 от ЦРА №7 Столбцовского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №293 от ЦРА №7 Столбцовского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Узденский район;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №70 от ЦРА №21 Узденского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Червенский район;;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №18 от ЦРА №20 Червенского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №35 от ЦРА №20 Червенского района;31.10.2024;3
Амброгексал таблетки 30мг упаковка №20;;;690
Амброгексал таблетки 30мг упаковка №20;"Аптеки РУП ""Минскфармация""";;690
Амброгексал таблетки 30мг упаковка №20; - Березинский район;;3
Амброгексал таблетки 30мг упаковка №20;          Аптека №222 от ЦРА №19 Березинского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20; - Борисовский район;;30
Амброгексал таблетки 30мг упаковка №20;          Аптека №264 от ЦРА №16 Борисовского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №321 от ЦРА №16 Борисовского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №172 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №215 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Вилейский район;;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №191 от ЦРА № 118 Вилейского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №119 от ЦРА № 118 Вилейского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Воложинский район;;17
Амброгексал таблетки 30мг упаковка №20;          Аптека №318 от ЦРА № 123 Воложинского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;          ЦРА №123 Воложинского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №127 от ЦРА №123 Воложинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Дзержинский район;;30
Амброгексал таблетки 30мг упаковка №20;          Аптека №31 от ЦРА №218 Дзержинского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №69 от ЦРА №218 Дзержинского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №225 от ЦРА №218 Дзержинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №213 от ЦРА №218 Дзержинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Жодино Смолевичского района;;29
Амброгексал таблетки 30мг упаковка №20;          Аптека №312 от ЦГА № 192  г.Жодино;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          ЦГА №192 Жодино;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №189 от ЦГА №192 г.Жодино;28.02.2025;13
Амброгексал таблетки 30мг упаковка №20;          Аптека №209 от ЦГА № 192 г.Жодино;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20; - Клецкий район;;13
Амброгексал таблетки 30мг упаковка №20;          Аптека №51 от ЦРА №1 Клецкого района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          ЦРА №1 Клецкого района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №5 от ЦРА №1 Клецкого района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20; - Копыльский район;;11
Амброгексал таблетки 30мг упаковка №20;          ЦРА №97 Копыльского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;          Аптека №163 от ЦРА №97 Копыльского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №82 от ЦРА №97 Копыльского района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20; - Крупский район;;20
Амброгексал таблетки 30мг упаковка №20;          ЦРА №28 Крупского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №30 от ЦРА №28 Крупского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Логойский район;;21
Амброгексал таблетки 30мг упаковка №20;          Аптека №302 от ЦРА №24 Логойского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №26 от ЦРА №24 Логойского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №229 от ЦРА №24 Логойского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №283 от ЦРА №24 Логойского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20; - Любанский район;;20
Амброгексал таблетки 30мг упаковка №20;          ЦРА №90 Любанского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №81 от ЦРА №90 Любанского р-на;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Минский район;;45
Амброгексал таблетки 30мг упаковка №20;          Аптека №306 от ЦРА № 182 Минского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №153  от ЦРА № 182 Минского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №44 от ЦРА № 182 Минского р-на;28.02.2025;3
