drug_name;ap_name;expiration_date;realization
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №117 от ЦГА №192 г. Жодино;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Клецкий район;;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №43 от ЦРА №1 Клецкого района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №5 от ЦРА №1 Клецкого района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Копыльский район;;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №97 Копыльского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Крупский район;;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №28 Крупского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №67 от ЦРА №28 Крупского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Логойский район;;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №26 от ЦРА №24 Логойского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №283 от ЦРА №24 Логойского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Любанский район;;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №81 от ЦРА №90 Любанского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Минский район;;26
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №164 от ЦРА №182 Минского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №306 от ЦРА № 182 Минского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №145 от ЦРА №182 Минского р-на;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №153  от ЦРА № 182 Минского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №99 от ЦРА №182 Минского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №141 от ЦРА №182 Минского района;31.03.2024;12
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Молодечненский район;;12
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №111 от ЦРА № 198 Молодечненского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №180 от ЦРА № 198 Молодечненского р-на;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №115 от ЦРА № 198 Молодечненского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №216 от ЦРА № 198 Молодечненского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Мядельский район;;9
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №308 от ЦРА № 131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №300 от ЦРА №131 Мядельского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №11 от ЦРА №131 Мядельского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №133 от ЦРА №131 Мядельского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №232 ЦРА № 131 Мядельского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Несвижский район;;7
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;           Аптека №105 от ЦРА №4 Несвижского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №294 от ЦРА №4 Несвижского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Пуховичский район;;12
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №239 от ЦРА №25 Пуховичского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №315 от ЦРА № 25 Пуховичского района;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №27 от ЦРА №25 Пуховичского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №195 от ЦРА №25 Пуховичского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №236 от ЦРА №25 Пуховичского района;31.03.2024;1
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Слуцкий район;;11
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦМА №80 г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №175 от ЦМА №80  г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №79 от ЦМА №80  г.Слуцк;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №199 от ЦМА №80  г.Слуцк;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Смолевичский район;;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №303 от ЦРА № 23 Смолевичского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №301 от ЦРА №23 Смолевичского района;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Солигорский район;;33
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №208 Солигорского района;31.03.2024;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №193 от ЦРА №208 Солигорского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №183 от ЦРА №208 Солигорского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №242 от ЦРА №208 Солигорского р-на;31.03.2024;8
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;           Аптека №247 от ЦРА №208 Солигорского р-на;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Стародорожский район;;10
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №206 от ЦМА №80 г.Слуцк;31.03.2024;4
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №325 от ЦМА №80 г.Слуцк;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Столбцовский район;;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №186 от ЦРА №7 Столбцовского района;31.03.2024;5
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Узденский район;;11
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №254 от ЦРА №21 Узденского р-на;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          Аптека №330 от ЦРА №21 Узденского р-на;31.03.2024;3
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №21 Узденского района;31.03.2024;6
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1; - Червенский район;;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;          ЦРА №20 Червенского района;31.03.2024;2
Амброгексал р-р для приема внутрь и ингаляций 7,5мг/мл 50мл флакон №1;Прочие;;0
Амброгексал сироп 15мг/5мл 100мл флакон №1;;;181
Амброгексал сироп 15мг/5мл 100мл флакон №1;"Аптеки РУП ""Минскфармация""";;181
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Борисовский район;;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №167 от ЦРА №16 Борисовского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Воложинский район;;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №123 Воложинского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Дзержинский район;;26
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №62 от ЦРА №218 Дзержинского р-на;31.10.2024;13
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №225 от ЦРА №218 Дзержинского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №218 Дзержинского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №129 от ЦРА №218 Дзержинского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №217 от ЦРА № 218 Дзержинского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Жодино Смолевичского района;;12
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №102 от ЦГА № 192 г.Жодино;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №189 от ЦГА №192 г.Жодино;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №117 от ЦГА №192 г. Жодино;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Клецкий район;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №1 Клецкого района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №3 от ЦРА №1 Клецкого района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Крупский район;;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №28 Крупского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Логойский район;;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №26 от ЦРА №24 Логойского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №229 от ЦРА №24 Логойского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Минский район;;23
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №98 от ЦРА № 182 Минского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №34 от ЦРА № 182 Минского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №44 от ЦРА № 182 Минского р-на;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №99 от ЦРА №182 Минского района;31.10.2024;6
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №162 от ЦРА №182 Минского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №157 от ЦРА №182 Минского  района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №156 от ЦРА № 182 Минского р-на;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Молодечненский район;;18
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №111 от ЦРА № 198 Молодечненского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №180 от ЦРА № 198 Молодечненского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №115 от ЦРА № 198 Молодечненского р-на;31.10.2024;4
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №142 от ЦРА № 198 Молодечненского р-на;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Мядельский район;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №308 от ЦРА № 131 Мядельского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №131 Мядельского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №232 ЦРА № 131 Мядельского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Несвижский район;;12
Амброгексал сироп 15мг/5мл 100мл флакон №1;           Аптека №105 от ЦРА №4 Несвижского р-на;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №6 от ЦРА №4 Несвижского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №277 от ЦРА №4 Несвижского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Пуховичский район;;9
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №239 от ЦРА №25 Пуховичского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №27 от ЦРА №25 Пуховичского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №214 от ЦРА №25 Пуховичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №176 от ЦРА №25 Пуховичского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Слуцкий район;;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №184 от ЦМА №80  г.Слуцк;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Смолевичский район;;13
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №303 от ЦРА № 23 Смолевичского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №301 от ЦРА №23 Смолевичского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №77 от ЦРА №23 Смолевичского района;31.10.2024;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №252 от ЦРА №23 Смолевичского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Солигорский район;;8
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №208 Солигорского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №183 от ЦРА №208 Солигорского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №242 от ЦРА №208 Солигорского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Стародорожский район;;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №325 от ЦМА №80 г.Слуцк;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Столбцовский район;;15
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №7 Столбцовского района;31.10.2024;2
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №186 от ЦРА №7 Столбцовского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №293 от ЦРА №7 Столбцовского района;31.10.2024;10
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Узденский район;;5
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №330 от ЦРА №21 Узденского р-на;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          ЦРА №21 Узденского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №70 от ЦРА №21 Узденского р-на;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1; - Червенский район;;7
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №17 от ЦРА №20 Червенского района;31.10.2024;1
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №18 от ЦРА №20 Червенского района;31.10.2024;3
Амброгексал сироп 15мг/5мл 100мл флакон №1;          Аптека №287 от ЦРА №20 Червенского района;31.10.2024;3
Амброгексал таблетки 30мг упаковка №20;;;501
Амброгексал таблетки 30мг упаковка №20;"Аптеки РУП ""Минскфармация""";;501
Амброгексал таблетки 30мг упаковка №20; - Борисовский район;;77
Амброгексал таблетки 30мг упаковка №20;          Аптека №272 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №321 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №167 от ЦРА №16 Борисовского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №172 от ЦРА №16 Борисовского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          ЦРА №16 Борисовского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №49 от ЦРА №16 Борисовского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №263 от ЦРА №16 Борисовского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №260 от ЦРА №16 Борисовского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20; - Вилейский район;;6
Амброгексал таблетки 30мг упаковка №20;          Аптека №119 от ЦРА № 118 Вилейского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №219 от ЦРА № 118 Вилейского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20; - Воложинский район;;4
Амброгексал таблетки 30мг упаковка №20;          Аптека №318 от ЦРА № 123 Воложинского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;          Аптека №127 от ЦРА №123 Воложинского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20; - Дзержинский район;;35
Амброгексал таблетки 30мг упаковка №20;          Аптека №31 от ЦРА №218 Дзержинского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          ЦРА №218 Дзержинского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №227 от ЦРА №218 Дзержинского р-на;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;          Аптека №217 от ЦРА № 218 Дзержинского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20;          Аптека №213 от ЦРА №218 Дзержинского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Жодино Смолевичского района;;21
Амброгексал таблетки 30мг упаковка №20;          ЦГА №192 Жодино;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №189 от ЦГА №192 г.Жодино;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №207 от ЦГА №192 г.Жодино;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №209 от ЦГА № 192 г.Жодино;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Клецкий район;;18
Амброгексал таблетки 30мг упаковка №20;          Аптека №51 от ЦРА №1 Клецкого района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          ЦРА №1 Клецкого района;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;          Аптека №3 от ЦРА №1 Клецкого района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №150 от ЦРА №1 Клецкого района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20; - Копыльский район;;21
Амброгексал таблетки 30мг упаковка №20;          ЦРА №97 Копыльского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №82 от ЦРА №97 Копыльского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20; - Крупский район;;22
Амброгексал таблетки 30мг упаковка №20;          ЦРА №28 Крупского района;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №67 от ЦРА №28 Крупского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20; - Логойский район;;2
Амброгексал таблетки 30мг упаковка №20;          ЦРА №24 Логойского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20; - Любанский район;;2
Амброгексал таблетки 30мг упаковка №20;          ЦРА №90 Любанского района;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20; - Минский район;;55
Амброгексал таблетки 30мг упаковка №20;          Аптека №164 от ЦРА №182 Минского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №306 от ЦРА № 182 Минского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №145 от ЦРА №182 Минского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          ЦРА №182 Минского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №153  от ЦРА № 182 Минского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №22 от ЦРА № 182 Минского р-на;28.02.2025;11
Амброгексал таблетки 30мг упаковка №20;          Аптека №34 от ЦРА № 182 Минского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №162 от ЦРА №182 Минского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №212 от ЦРА № 182 Минского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №139 от ЦРА №182 Минского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №141 от ЦРА №182 Минского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Молодечненский район;;66
Амброгексал таблетки 30мг упаковка №20;          Аптека №179 от ЦРА № 198 Молодечненского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          ЦРА №198 Молодечненского района;28.02.2025;30
Амброгексал таблетки 30мг упаковка №20;          Аптека №60 от ЦРА № 198 Молодечненского р-на;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;          Аптека №180 от ЦРА № 198 Молодечненского р-на;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №115 от ЦРА № 198 Молодечненского р-на;28.02.2025;6
Амброгексал таблетки 30мг упаковка №20;          Аптека №116 от ЦРА № 198 Молодечненского р-на;28.02.2025;20
Амброгексал таблетки 30мг упаковка №20;          Аптека №216 от ЦРА № 198 Молодечненского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20; - Мядельский район;;30
Амброгексал таблетки 30мг упаковка №20;          Аптека №300 от ЦРА №131 Мядельского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №135 ЦРА №131 Мядельского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №132 от ЦРА №131 Мядельского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20; - Несвижский район;;21
Амброгексал таблетки 30мг упаковка №20;           Аптека №105 от ЦРА №4 Несвижского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          ЦРА №4 Несвижского района;28.02.2025;11
Амброгексал таблетки 30мг упаковка №20;          Аптека №277 от ЦРА №4 Несвижского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20; - Пуховичский район;;31
Амброгексал таблетки 30мг упаковка №20;          Аптека №239 от ЦРА №25 Пуховичского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          ЦРА №25 Пуховичского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №210 от ЦРА №25 Пуховичского района;28.02.2025;10
Амброгексал таблетки 30мг упаковка №20;          Аптека №214 от ЦРА №25 Пуховичского района;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №38 от ЦРА №25 Пуховичского р-на;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20; - Слуцкий район;;10
Амброгексал таблетки 30мг упаковка №20;          ЦМА №80 г.Слуцк;28.02.2025;5
Амброгексал таблетки 30мг упаковка №20;          Аптека №79 от ЦМА №80  г.Слуцк;28.02.2025;3
Амброгексал таблетки 30мг упаковка №20;          Аптека №199 от ЦМА №80  г.Слуцк;28.02.2025;2
Амброгексал таблетки 30мг упаковка №20; - Смолевичский район;;22
Амброгексал таблетки 30мг упаковка №20;          Аптека №303 от ЦРА № 23 Смолевичского района;28.02.2025;1
Амброгексал таблетки 30мг упаковка №20;          Аптека №301 от ЦРА №23 Смолевичского района;28.02.2025;3
